# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Thu Mar  5 18:00:22 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: HST/ACS WFC - updated filters and zeropoints, 2021
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
0.00097797 -1.20000 9.70000 1.0599426031 2.4846517945    1.012  1.875  3.7341  2.457    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.429e-04 8.227e-05 4.333e-04 -1.000 9.838e-04 0.082 0.868 0.622 0.275 0.053 -0.122 -0.508 -0.558
0.00097797 -1.20000 9.70000 1.0600975752 2.4846801646    1.012  1.877  3.7343  2.456    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.429e-04 8.230e-05 4.333e-04 -1.000 9.840e-04 0.078 0.863 0.617 0.270 0.049 -0.126 -0.512 -0.562
0.00097797 -1.20000 9.70000 1.0602542162 2.4847088306    1.012  1.878  3.7343  2.454    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.428e-04 8.232e-05 4.333e-04 -1.000 9.840e-04 0.074 0.858 0.613 0.266 0.045 -0.130 -0.516 -0.566
0.00097797 -1.20000 9.70000 1.0604156256 2.4847383589    1.013  1.880  3.7344  2.453    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.428e-04 8.234e-05 4.333e-04 -1.000 9.839e-04 0.069 0.853 0.608 0.261 0.040 -0.135 -0.521 -0.571
0.00097797 -1.20000 9.70000 1.0605645180 2.4847655883    1.013  1.882  3.7344  2.451    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.428e-04 8.236e-05 4.333e-04 -1.000 9.839e-04 0.064 0.849 0.603 0.256 0.035 -0.140 -0.526 -0.576
0.00097797 -1.20000 9.70000 1.0605795383 2.4847683347    1.013  1.882  3.7344  2.450    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.428e-04 8.236e-05 4.333e-04 -1.000 9.839e-04 0.064 0.848 0.602 0.256 0.034 -0.140 -0.527 -0.576
0.00097797 -1.20000 9.70000 1.0607123375 2.4847926127    1.013  1.884  3.7343  2.448    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.428e-04 8.238e-05 4.333e-04 -1.000 9.839e-04 0.059 0.844 0.598 0.251 0.030 -0.145 -0.531 -0.581
0.00097797 -1.20000 9.70000 1.0608690977 2.4848212622    1.013  1.887  3.7341  2.445    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.698e-01 1.428e-04 8.240e-05 4.333e-04 -1.000 9.839e-04 0.053 0.839 0.593 0.245 0.024 -0.151 -0.538 -0.587
0.00097797 -1.20000 9.70000 1.0610213280 2.4848490745    1.013  1.889  3.7338  2.442    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.699e-01 1.427e-04 8.243e-05 4.333e-04 -1.000 9.839e-04 0.046 0.834 0.587 0.239 0.017 -0.158 -0.545 -0.595
0.00097797 -1.20000 9.70000 1.0611772537 2.4848775525    1.013  1.893  3.7335  2.437    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.699e-01 1.427e-04 8.245e-05 4.333e-04 -1.000 9.839e-04 0.039 0.828 0.581 0.232 0.010 -0.165 -0.553 -0.603
0.00097797 -1.20000 9.70000 1.0613342524 2.4849062166    1.014  1.896  3.7330  2.432    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.699e-01 1.427e-04 8.247e-05 4.333e-04 -1.000 9.839e-04 0.029 0.822 0.574 0.224 0.001 -0.174 -0.563 -0.613
0.00097797 -1.20000 9.70000 1.0614863634 2.4849339792    1.014  1.900  3.7324  2.425    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.292e-01 2.699e-01 1.427e-04 8.249e-05 4.333e-04 -1.000 9.840e-04 0.019 0.816 0.566 0.216 -0.008 -0.184 -0.574 -0.624
0.00097797 -1.20000 9.70000 1.0616407394 2.4849621457    1.014  1.905  3.7317  2.418    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.427e-04 8.251e-05 4.333e-04 -1.000 9.839e-04 0.008 0.809 0.558 0.206 -0.019 -0.195 -0.586 -0.636
0.00097797 -1.20000 9.70000 1.0617913008 2.4849896072    1.014  1.910  3.7310  2.410    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.427e-04 8.253e-05 4.333e-04 -1.000 9.839e-04 -0.005 0.801 0.549 0.195 -0.030 -0.207 -0.599 -0.650
0.00097797 -1.20000 9.70000 1.0619442463 2.4850174944    1.014  1.916  3.7301  2.401    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.256e-05 4.333e-04 -1.000 9.840e-04 -0.019 0.792 0.538 0.182 -0.044 -0.222 -0.615 -0.666
0.00097797 -1.20000 9.70000 1.0620968342 2.4850453071    1.014  1.924  3.7288  2.388    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.258e-05 4.333e-04 -1.000 9.840e-04 -0.040 0.781 0.524 0.166 -0.062 -0.241 -0.637 -0.688
0.00097797 -1.20000 9.70000 1.0622502565 2.4850732627    1.015  1.936  3.7269  2.368    4  0.000  0.439     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.260e-05 4.333e-04 -1.000 9.839e-04 -0.070 0.763 0.502 0.140 -0.090 -0.270 -0.669 -0.721
0.00097797 -1.20000 9.70000 1.0624018908 2.4851008834    1.015  1.969  3.7222  2.316    4  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.262e-05 4.333e-04 -1.000 9.840e-04 -0.152 0.712 0.442 0.070 -0.166 -0.349 -0.756 -0.809
0.00097797 -1.20000 9.70000 1.0624625683 2.4851119334    1.015  2.005  3.7178  2.263    4  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.263e-05 4.333e-04 -1.000 9.840e-04 -0.241 0.655 0.375 -0.006 -0.247 -0.434 -0.849 -0.904
0.00097797 -1.20000 9.70000 1.0624877214 2.4851165137    1.015  2.039  3.7139  2.213    4  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.263e-05 4.333e-04 -1.000 9.839e-04 -0.328 0.598 0.310 -0.081 -0.327 -0.517 -0.938 -0.994
0.00097797 -1.20000 9.70000 1.0624992847 2.4851186192    1.015  2.076  3.7100  2.161    4  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.263e-05 4.333e-04 -1.000 9.839e-04 -0.419 0.535 0.238 -0.161 -0.411 -0.605 -1.033 -1.090
0.00097797 -1.20000 9.70000 1.0625050068 2.4851196611    1.015  2.113  3.7064  2.109    4  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.291e-01 2.699e-01 1.426e-04 8.263e-05 4.333e-04 -1.000 9.839e-04 -0.514 0.470 0.165 -0.242 -0.498 -0.694 -1.129 -1.187
0.00097797 -1.20000 9.70000 1.0625063181 2.4851198999    1.015  2.128  3.7051  2.089    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-24      0.00 7.291e-01 2.696e-01 1.426e-04 8.263e-05 4.333e-04 -1.000 1.251e-03 -0.549 0.444 0.137 -0.273 -0.531 -0.728 -1.165 -1.223
0.00097797 -1.20000 9.70000 1.0625085831 2.4851203123    1.015  2.156  3.7027  2.051    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-24      0.00 7.291e-01 2.696e-01 1.426e-04 8.263e-05 4.333e-04 -1.000 1.251e-03 -0.620 0.393 0.080 -0.336 -0.596 -0.795 -1.237 -1.296
0.00097797 -1.20000 9.70000 1.0625114441 2.4851208332    1.015  2.194  3.6996  2.001    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-24      0.00 7.291e-01 2.696e-01 1.426e-04 8.264e-05 4.333e-04 -1.000 1.251e-03 -0.715 0.324 0.003 -0.420 -0.684 -0.886 -1.333 -1.394
0.00097797 -1.20000 9.70000 1.0625143051 2.4851213542    1.015  2.227  3.6970  1.957    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.79e-24      0.00 7.291e-01 2.696e-01 1.426e-04 8.264e-05 4.333e-04 -1.000 1.251e-03 -0.798 0.265 -0.063 -0.492 -0.761 -0.965 -1.417 -1.478
0.00097797 -1.20000 9.70000 1.0625170469 2.4851218534    1.015  2.254  3.6949  1.922    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-24      0.00 7.291e-01 2.696e-01 1.426e-04 8.264e-05 4.333e-04 -1.000 1.251e-03 -0.864 0.217 -0.116 -0.550 -0.822 -1.027 -1.484 -1.546
0.00097797 -1.20000 9.70000 1.0625215769 2.4851226782    1.015  2.260  3.6944  1.914    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-24      0.00 7.291e-01 2.696e-01 1.426e-04 8.264e-05 4.333e-04 -1.000 1.252e-03 -0.880 0.206 -0.129 -0.565 -0.837 -1.043 -1.500 -1.562
0.00097797 -1.20000 9.70000 1.0625296831 2.4851241541    1.015  2.240  3.6961  1.941    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-24      0.00 7.291e-01 2.696e-01 1.426e-04 8.264e-05 4.333e-04 -1.000 1.252e-03 -0.830 0.241 -0.089 -0.521 -0.791 -0.995 -1.449 -1.511
0.00097797 -1.20000 9.70000 1.0625457764 2.4851270842    1.015  2.222  3.6975  1.964    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-23      0.00 7.291e-01 2.696e-01 1.426e-04 8.264e-05 4.333e-04 -1.000 1.312e-03 -0.785 0.272 -0.054 -0.482 -0.750 -0.953 -1.404 -1.466
0.00097797 -1.20000 9.70000 1.0626338720 2.4851431220    1.014  2.232  3.6965  1.950    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -4.41e-12      0.00 7.291e-01 2.690e-01 1.426e-04 8.265e-05 4.333e-04 -1.000 1.840e-03 -0.810 0.256 -0.072 -0.503 -0.772 -0.976 -1.429 -1.491
0.00097797 -1.20000 9.70000 1.0626881123 2.4851529948    1.013  2.264  3.6938  1.907    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-09      0.00 7.291e-01 2.689e-01 1.425e-04 8.266e-05 4.333e-04 -1.000 1.953e-03 -0.890 0.201 -0.135 -0.572 -0.845 -1.051 -1.510 -1.572
0.00097797 -1.20000 9.70000 1.0627425909 2.4851629099    1.012  2.306  3.6905  1.851    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -1.65e-09      0.00 7.291e-01 2.689e-01 1.425e-04 8.267e-05 4.333e-04 -1.000 1.953e-03 -0.994 0.128 -0.217 -0.663 -0.941 -1.150 -1.615 -1.679
0.00097797 -1.20000 9.70000 1.0627914667 2.4851718043    1.010  2.347  3.6872  1.796    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-09      0.00 7.291e-01 2.689e-01 1.425e-04 8.267e-05 4.333e-04 -1.000 1.953e-03 -1.099 0.056 -0.297 -0.752 -1.035 -1.247 -1.718 -1.784
0.00097797 -1.20000 9.70000 1.0628345013 2.4851796349    1.009  2.389  3.6839  1.740    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -2.64e-09      0.00 7.291e-01 2.689e-01 1.425e-04 8.268e-05 4.333e-04 -1.000 1.953e-03 -1.203 -0.011 -0.377 -0.843 -1.131 -1.347 -1.824 -1.890
0.00097797 -1.20000 9.70000 1.0628721714 2.4851864888    1.007  2.431  3.6807  1.685    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-09      0.00 7.291e-01 2.689e-01 1.425e-04 8.269e-05 4.333e-04 -1.000 1.952e-03 -1.307 -0.075 -0.455 -0.934 -1.228 -1.447 -1.930 -1.997
0.00097797 -1.20000 9.70000 1.0629053116 2.4851925181    1.005  2.472  3.6775  1.630    7  0.000  0.438     0.00     0.00     0.00     0.00     0.00 -1 -4.18e-09      0.00 7.291e-01 2.689e-01 1.425e-04 8.269e-05 4.333e-04 -1.000 1.952e-03 -1.410 -0.135 -0.530 -1.023 -1.323 -1.546 -2.034 -2.103
0.00097797 -1.20000 9.70000 1.0629347563 2.4851978746    1.003  2.513  3.6742  1.575    7  0.000  0.438     6.21     4.94     3.54     2.71     2.20  4 -5.27e-09      0.00 7.291e-01 2.690e-01 1.425e-04 8.270e-05 4.333e-04 -1.000 1.924e-03 -1.513 -0.192 -0.603 -1.111 -1.418 -1.645 -2.139 -2.208
0.00097797 -1.20000 9.70000 1.0629609823 2.4852026454    1.001  2.555  3.6709  1.520    7  0.000  0.438     6.97     5.46     3.90     2.99     2.42  4 -6.64e-09      0.00 7.291e-01 2.690e-01 1.424e-04 8.273e-05 4.333e-04 -1.000 1.922e-03 -1.616 -0.246 -0.674 -1.197 -1.512 -1.743 -2.243 -2.314
0.00097797 -1.20000 9.70000 1.0629792213 2.4852059630    0.999  2.586  3.6671  1.472    7  0.000  0.437     7.69     5.95     4.23     3.25     2.63  3 -7.95e-09      0.00 7.291e-01 2.690e-01 1.422e-04 8.282e-05 4.333e-04 -1.000 1.922e-03 -1.695 -0.265 -0.714 -1.254 -1.578 -1.815 -2.322 -2.394
0.00097797 -1.20000 9.70000 1.0630011559 2.4852099527    0.996  2.627  3.6617  1.407    7  0.000  0.436     8.79     6.68     4.72     3.63     2.94  3 -1.01e-08      0.00 7.291e-01 2.690e-01 1.417e-04 8.328e-05 4.333e-04 -1.000 1.874e-03 -1.798 -0.276 -0.756 -1.324 -1.661 -1.905 -2.423 -2.497
0.00097797 -1.20000 9.70000 1.0630216599 2.4852136821    0.992  2.669  3.6573  1.346    7  0.000  0.432     9.97     7.45     5.24     4.04     3.27  3 -1.28e-08      0.00 7.291e-01 2.690e-01 1.403e-04 8.469e-05 4.333e-04 -1.000 1.852e-03 -1.903 -0.300 -0.807 -1.398 -1.746 -1.997 -2.525 -2.600
0.00097797 -1.20000 9.70000 1.0630408525 2.4852171727    0.988  2.711  3.6539  1.289    7  0.000  0.426    11.22     8.25     5.78     4.46     3.62  3 -1.61e-08      0.00 7.291e-01 2.690e-01 1.387e-04 8.666e-05 4.333e-04 -1.000 1.880e-03 -2.008 -0.348 -0.871 -1.476 -1.832 -2.087 -2.624 -2.701
0.00097797 -1.20000 9.70000 1.0630590916 2.4852204898    0.983  2.753  3.6505  1.231    7  0.000  0.422    12.64     9.15     6.38     4.93     4.00  3 -2.05e-08      0.00 7.291e-01 2.690e-01 1.372e-04 8.850e-05 4.333e-04 -1.000 1.878e-03 -2.113 -0.395 -0.934 -1.553 -1.918 -2.178 -2.724 -2.803
0.00097797 -1.20000 9.70000 1.0630762577 2.4852236117    0.977  2.795  3.6470  1.173    7  0.000  0.418    14.26    10.16     7.05     5.46     4.43  3  -2.6e-08      0.00 7.291e-01 2.691e-01 1.359e-04 9.008e-05 4.333e-04 -1.000 1.852e-03 -2.218 -0.440 -0.995 -1.628 -2.002 -2.266 -2.822 -2.902
0.00097797 -1.20000 9.70000 1.0630917549 2.4852264299    0.970  2.837  3.6434  1.114    7  0.000  0.414    16.09    11.28     7.79     6.04     4.90  3 -3.28e-08      0.00 7.290e-01 2.691e-01 1.347e-04 9.156e-05 4.333e-04 -1.000 1.849e-03 -2.321 -0.481 -1.052 -1.700 -2.084 -2.352 -2.918 -3.000
0.00097797 -1.20000 9.70000 1.0631074905 2.4852292914    0.961  2.879  3.6397  1.053    7  0.000  0.411    18.23    12.56     8.63     6.71     5.44  2 -4.16e-08      0.00 7.290e-01 2.691e-01 1.337e-04 9.282e-05 4.333e-04 -1.000 1.851e-03 -2.427 -0.520 -1.110 -1.773 -2.166 -2.439 -3.015 -3.099
0.00097797 -1.20000 9.70000 1.0631231070 2.4852321312    0.950  2.921  3.6359  0.991    7  0.000  0.408    20.68    14.01     9.58     7.46     6.05  2  -5.3e-08      0.00 7.290e-01 2.692e-01 1.328e-04 9.394e-05 4.333e-04 -1.000 1.849e-03 -2.531 -0.554 -1.162 -1.841 -2.244 -2.523 -3.110 -3.196
0.00097797 -1.20000 9.70000 1.0631383657 2.4852349058    0.936  2.963  3.6318  0.926    7  0.000  0.406    23.60    15.70    10.67     8.33     6.76  2  -6.9e-08      0.00 7.289e-01 2.692e-01 1.320e-04 9.490e-05 4.332e-04 -1.000 1.849e-03 -2.637 -0.574 -1.204 -1.903 -2.319 -2.604 -3.205 -3.294
0.00097797 -1.20000 9.70000 1.0631514788 2.4852372901    0.920  3.006  3.6275  0.858    7  0.000  0.404    27.09    17.68    11.95     9.34     7.59  2 -8.96e-08      0.00 7.289e-01 2.693e-01 1.314e-04 9.569e-05 4.331e-04 -1.000 1.836e-03 -2.745 -0.589 -1.242 -1.962 -2.393 -2.684 -3.301 -3.392
0.00097797 -1.20000 9.70000 1.0631608963 2.4852390025    0.906  3.050  3.6235  0.791    7  0.000  0.402    31.01    19.85    13.34    10.46     8.50  2 -1.16e-07      0.00 7.289e-01 2.693e-01 1.308e-04 9.643e-05 4.329e-04 -1.000 1.795e-03 -2.854 -0.607 -1.283 -2.022 -2.468 -2.765 -3.396 -3.490
0.00097797 -1.20000 9.70000 1.0631684065 2.4852403680    0.891  3.092  3.6192  0.725    7  0.000  0.401    35.49    22.28    14.89    11.70     9.51  1 -1.49e-07      0.00 7.288e-01 2.693e-01 1.303e-04 9.710e-05 4.327e-04 -1.000 1.849e-03 -2.959 -0.617 -1.317 -2.077 -2.537 -2.840 -3.487 -3.584
0.00097797 -1.20000 9.70000 1.0631761551 2.4852417768    0.870  3.137  3.6145  0.651    7  0.000  0.400    41.25    25.32    16.82    13.25    10.77  1 -1.99e-07      0.00 7.288e-01 2.694e-01 1.299e-04 9.769e-05 4.324e-04 -1.000 1.822e-03 -3.072 -0.622 -1.348 -2.130 -2.607 -2.918 -3.584 -3.683
0.00097797 -1.20000 9.70000 1.0631825924 2.4852429472    0.847  3.181  3.6098  0.576    7  0.000  0.399    48.03    28.81    19.02    15.03    12.21  1 -2.65e-07      0.00 7.287e-01 2.694e-01 1.296e-04 9.830e-05 4.322e-04 -1.000 1.815e-03 -3.184 -0.623 -1.375 -2.181 -2.676 -2.994 -3.678 -3.781
0.00097797 -1.20000 9.70000 1.0631890297 2.4852441176    0.817  3.240  3.6038  0.477    7  0.000  0.399    58.70    34.11    22.32    17.71    14.39  1 -3.91e-07      0.00 7.287e-01 2.694e-01 1.294e-04 9.858e-05 4.320e-04 -1.000 1.851e-03 -3.330 -0.611 -1.399 -2.239 -2.759 -3.087 -3.799 -3.905
0.00097797 -1.20000 9.70000 1.0631909370 2.4852444644    0.803  3.274  3.6004  0.423    7  0.000  0.398    65.66    37.48    24.42    19.41    15.78  1 -4.81e-07      0.00 7.287e-01 2.695e-01 1.290e-04 9.946e-05 4.315e-04 -1.000 1.781e-03 -3.414 -0.599 -1.409 -2.269 -2.805 -3.140 -3.868 -3.977
0.00097797 -1.20000 9.70000 1.0631917715 2.4852446161    0.795  3.322  3.5956  0.351    7  0.000  0.398    76.32    42.58    27.57    21.97    17.86  1 -6.17e-07      0.00 7.286e-01 2.695e-01 1.287e-04 1.003e-04 4.309e-04 -1.000 1.849e-03 -3.536 -0.583 -1.424 -2.311 -2.870 -3.213 -3.967 -4.081
0.00097797 -1.20000 9.70000 1.0631922483 2.4852447028    0.790  3.347  3.5931  0.313    7  0.000  0.398    82.59    45.52    29.38    23.44    19.06  0 -7.04e-07      0.00 7.286e-01 2.696e-01 1.286e-04 1.007e-04 4.307e-04 -1.000 1.849e-03 -3.598 -0.572 -1.429 -2.331 -2.903 -3.250 -4.017 -4.133
0.00097797 -1.20000 9.70000 1.0631928444 2.4852448112    0.782  3.373  3.5906  0.273    7  0.000  0.397    89.68    48.78    31.39    25.07    20.38  0 -8.13e-07      0.00 7.286e-01 2.696e-01 1.284e-04 1.011e-04 4.304e-04 -1.000 1.849e-03 -3.662 -0.561 -1.434 -2.351 -2.936 -3.287 -4.068 -4.187
0.00097797 -1.20000 9.70000 1.0631936789 2.4852449629    0.768  3.402  3.5876  0.224    7  0.000  0.397    99.28    53.09    34.01    27.22    22.13  0 -9.87e-07      0.00 7.285e-01 2.696e-01 1.283e-04 1.016e-04 4.301e-04 -1.000 1.849e-03 -3.735 -0.540 -1.434 -2.369 -2.970 -3.326 -4.126 -4.247
0.00097797 -1.20000 9.70000 1.0631951094 2.4852452230    0.740  3.423  3.5854  0.178    7  0.000  0.397   108.85    57.14    36.46    29.24    23.78  0 -1.21e-06      0.00 7.285e-01 2.696e-01 1.281e-04 1.019e-04 4.299e-04 -1.000 1.849e-03 -3.787 -0.512 -1.424 -2.374 -2.990 -3.350 -4.165 -4.288
0.00097797 -1.20000 9.70000 1.0947910547 2.4907996076    0.546 -9.999  4.3136  7.883    9  0.546  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.277e-01 2.713e-01 1.325e-04 1.048e-04 4.320e-04 -1.000 9.275e-04 29.767 31.706 31.753 31.796 31.842 31.885 31.984 32.019
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
0.00097797 -1.20000 9.75000 0.0900000036 1.0816895926    0.090 -3.214  3.4567  5.386    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.19e-17      0.00 7.480e-01 2.510e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.839e-04 12.806 18.168 17.128 16.192 15.252 14.876 12.584 12.287
0.00097797 -1.20000 9.75000 0.0932105929 1.1117513377    0.093 -3.129  3.4689  5.364    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-17      0.00 7.478e-01 2.512e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.838e-04 12.593 17.552 16.592 15.625 14.759 14.384 12.309 12.041
0.00097797 -1.20000 9.75000 0.1000000015 1.1711064122    0.100 -2.958  3.4933  5.321    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.57e-17      0.00 7.473e-01 2.517e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.839e-04 12.165 16.396 15.568 14.561 13.824 13.451 11.777 11.559
0.00097797 -1.20000 9.75000 0.1199999973 1.3193154249    0.120 -2.674  3.5261  5.248    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-16      0.00 7.463e-01 2.528e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.840e-04 11.456 14.887 14.187 13.222 12.584 12.217 10.968 10.800
0.00097797 -1.20000 9.75000 0.1400000006 1.4384526719    0.140 -2.494  3.5423  5.199    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-16      0.00 7.455e-01 2.536e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.839e-04 11.005 14.103 13.455 12.544 11.932 11.569 10.480 10.330
0.00097797 -1.20000 9.75000 0.1599999964 1.5372931554    0.160 -2.358  3.5527  5.162    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.62e-16      0.00 7.447e-01 2.543e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.839e-04 10.664 13.568 12.950 12.076 11.478 11.118 10.118 9.979
0.00097797 -1.20000 9.75000 0.2000000179 1.6938791367    0.200 -2.145  3.5669  5.104    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.64e-16      0.00 7.437e-01 2.553e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.839e-04 10.133 12.793 12.212 11.390 10.810 10.457 9.565 9.438
0.00097797 -1.20000 9.75000 0.2500000000 1.8403257998    0.250 -1.943  3.5783  5.045    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-16      0.00 7.432e-01 2.558e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.840e-04 9.628 12.109 11.555 10.774 10.213 9.867 9.045 8.927
0.00097797 -1.20000 9.75000 0.3000000417 1.9529140366    0.300 -1.783  3.5868  4.997    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-15      0.00 7.431e-01 2.559e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.840e-04 9.226 11.581 11.046 10.296 9.752 9.413 8.634 8.521
0.00097797 -1.20000 9.75000 0.3499999940 2.0434174644    0.350 -1.648  3.5938  4.957    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.59e-15      0.00 7.483e-01 2.507e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.839e-04 8.889 11.146 10.626 9.900 9.372 9.039 8.290 8.182
0.00097797 -1.20000 9.75000 0.4000000060 2.1185024399    0.400 -1.503  3.6044  4.913    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-15      0.00 7.489e-01 2.501e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.841e-04 8.527 10.639 10.143 9.451 8.948 8.626 7.917 7.815
0.00097797 -1.20000 9.75000 0.4500000179 2.1822809362    0.450 -1.333  3.6205  4.858    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.24e-15      0.00 7.489e-01 2.501e-01 1.769e-04 4.773e-05 4.329e-04 -1.000 9.840e-04 8.103 10.007 9.546 8.904 8.442 8.135 7.480 7.386
