# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Thu Mar  5 18:00:22 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: HST/ACS WFC - updated filters and zeropoints, 2021
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
0.00024632 -1.80000 9.90000 0.9082806110 2.4514641604    0.856  2.577  3.6849  1.485    7  0.000  0.492     7.08     5.58     3.97     3.06     2.48  3    -1e-30      0.00 7.459e-01 2.539e-01 4.285e-05 1.628e-05 1.161e-04 -1.000 2.682e-04 -1.673 -0.507 -0.854 -1.307 -1.594 -1.808 -2.291 -2.358
0.00024632 -1.80000 9.90000 0.9082924724 2.4514672581    0.856  2.616  3.6824  1.436    7  0.000  0.481     7.85     6.10     4.32     3.33     2.70  3    -1e-30      0.00 7.458e-01 2.539e-01 4.200e-05 1.731e-05 1.161e-04 -1.000 2.682e-04 -1.771 -0.571 -0.931 -1.395 -1.687 -1.904 -2.392 -2.460
0.00024632 -1.80000 9.90000 0.9083034992 2.4514701379    0.856  2.655  3.6800  1.387    7  0.000  0.472     8.71     6.66     4.70     3.63     2.94  3    -1e-30      0.00 7.457e-01 2.540e-01 4.121e-05 1.828e-05 1.161e-04 -1.000 2.682e-04 -1.869 -0.632 -1.005 -1.482 -1.780 -2.000 -2.493 -2.562
0.00024632 -1.80000 9.90000 0.9083139300 2.4514728619    0.856  2.695  3.6775  1.338    7  0.000  0.464     9.65     7.28     5.11     3.96     3.21  3    -1e-30      0.00 7.456e-01 2.541e-01 4.052e-05 1.914e-05 1.162e-04 -1.000 2.682e-04 -1.966 -0.688 -1.076 -1.566 -1.870 -2.094 -2.594 -2.663
0.00024632 -1.80000 9.90000 0.9083238840 2.4514754613    0.856  2.734  3.6750  1.289    7  0.000  0.457    10.71     7.96     5.57     4.31     3.50  3    -1e-30      0.00 7.455e-01 2.542e-01 3.990e-05 1.990e-05 1.162e-04 -1.000 2.682e-04 -2.064 -0.741 -1.145 -1.650 -1.961 -2.189 -2.694 -2.765
0.00024632 -1.80000 9.90000 0.9083335400 2.4514779829    0.856  2.773  3.6725  1.240    7  0.000  0.451    11.88     8.70     6.06     4.70     3.81  3    -1e-30      0.00 7.454e-01 2.543e-01 3.937e-05 2.056e-05 1.162e-04 -1.000 2.655e-04 -2.163 -0.790 -1.212 -1.732 -2.051 -2.283 -2.795 -2.867
0.00024632 -1.80000 9.90000 0.9083425999 2.4514803487    0.856  2.812  3.6700  1.190    7  0.000  0.445    13.19     9.52     6.60     5.13     4.16  3    -1e-30      0.00 7.453e-01 2.545e-01 3.890e-05 2.114e-05 1.161e-04 -1.000 2.311e-04 -2.261 -0.835 -1.277 -1.813 -2.140 -2.377 -2.896 -2.969
0.00024632 -1.80000 9.90000 0.9083510637 2.4514825589    0.856  2.852  3.6674  1.140    7  0.000  0.441    14.64    10.41     7.19     5.60     4.54  2    -1e-30      0.00 7.451e-01 2.546e-01 3.849e-05 2.165e-05 1.161e-04 -1.000 2.370e-04 -2.359 -0.876 -1.338 -1.892 -2.228 -2.470 -2.997 -3.070
0.00024632 -1.80000 9.90000 0.9083592296 2.4514846911    0.856  2.893  3.6646  1.088    7  0.000  0.437    16.36    11.44     7.88     6.14     4.98  2    -1e-30      0.00 7.450e-01 2.548e-01 3.812e-05 2.213e-05 1.160e-04 -1.000 2.673e-04 -2.463 -0.913 -1.399 -1.974 -2.319 -2.566 -3.102 -3.177
0.00024632 -1.80000 9.90000 0.9083662033 2.4514865121    0.856  2.935  3.6618  1.035    7  0.000  0.433    18.28    12.59     8.63     6.73     5.46  2    -1e-30      0.00 7.448e-01 2.549e-01 3.780e-05 2.256e-05 1.159e-04 -1.000 2.681e-04 -2.567 -0.945 -1.456 -2.053 -2.409 -2.663 -3.208 -3.284
0.00024632 -1.80000 9.90000 0.9083715677 2.4514879128    0.856  2.974  3.6591  0.985    7  0.000  0.431    20.30    13.78     9.40     7.35     5.96  2    -1e-30      0.00 7.447e-01 2.550e-01 3.754e-05 2.294e-05 1.158e-04 -1.000 2.682e-04 -2.664 -0.966 -1.504 -2.124 -2.492 -2.752 -3.307 -3.384
0.00024632 -1.80000 9.90000 0.9083760381 2.4514890800    0.856  3.010  3.6566  0.939    7  0.000  0.429    22.37    14.97    10.18     7.96     6.46  2    -1e-30      0.00 7.446e-01 2.552e-01 3.734e-05 2.330e-05 1.156e-04 -1.000 2.682e-04 -2.754 -0.987 -1.548 -2.186 -2.565 -2.831 -3.395 -3.474
0.00024632 -1.80000 9.90000 0.9083806872 2.4514902940    0.856  3.049  3.6538  0.889    7  0.000  0.428    24.86    16.39    11.10     8.69     7.05  2    -1e-30      0.00 7.445e-01 2.553e-01 3.717e-05 2.364e-05 1.154e-04 -1.000 2.682e-04 -2.851 -1.020 -1.600 -2.255 -2.644 -2.915 -3.490 -3.570
0.00024632 -1.80000 9.90000 0.9083842039 2.4514912122    0.856  3.086  3.6511  0.842    7  0.000  0.427    27.50    17.87    12.05     9.45     7.67  2    -1e-30      0.00 7.444e-01 2.554e-01 3.704e-05 2.394e-05 1.152e-04 -1.000 2.682e-04 -2.944 -1.048 -1.648 -2.319 -2.719 -2.994 -3.579 -3.661
0.00024632 -1.80000 9.90000 0.9083881378 2.4514922393    0.856  3.148  3.6465  0.761    7  0.000  0.427    32.62    20.69    13.86    10.90     8.85  1    -1e-30      0.00 7.441e-01 2.556e-01 3.686e-05 2.449e-05 1.148e-04 -1.000 2.626e-04 -3.100 -1.096 -1.727 -2.425 -2.842 -3.126 -3.728 -3.812
0.00024632 -1.80000 9.90000 0.9083890915 2.4514924883    0.856  3.141  3.6474  0.772    7  0.000  0.426    31.87    20.28    13.60    10.69     8.68  1    -1e-30      0.00 7.441e-01 2.557e-01 3.677e-05 2.472e-05 1.147e-04 -1.000 2.387e-04 -3.082 -1.097 -1.722 -2.416 -2.830 -3.112 -3.711 -3.795
0.00024632 -1.80000 9.90000 0.9083891511 2.4514925039    0.856  3.150  3.6467  0.760    7  0.000  0.426    32.66    20.71    13.88    10.91     8.86  1    -1e-30      0.00 7.441e-01 2.557e-01 3.677e-05 2.473e-05 1.147e-04 -1.000 2.365e-04 -3.104 -1.102 -1.732 -2.430 -2.847 -3.130 -3.732 -3.816
0.00024632 -1.80000 9.90000 0.9083893895 2.4514925661    0.856  3.162  3.6457  0.744    7  0.000  0.426    33.77    21.31    14.26    11.21     9.11  1    -1e-30      0.00 7.441e-01 2.557e-01 3.676e-05 2.474e-05 1.147e-04 -1.000 2.313e-04 -3.134 -1.109 -1.746 -2.449 -2.870 -3.155 -3.760 -3.845
0.00024632 -1.80000 9.90000 0.9083896279 2.4514926284    0.856  3.174  3.6448  0.728    7  0.000  0.426    34.93    21.94    14.66    11.53     9.37  1    -1e-30      0.00 7.441e-01 2.557e-01 3.676e-05 2.476e-05 1.147e-04 -1.000 2.262e-04 -3.164 -1.117 -1.760 -2.469 -2.893 -3.180 -3.789 -3.874
0.00024632 -1.80000 9.90000 0.9083898067 2.4514926751    0.856  3.185  3.6438  0.713    7  0.000  0.426    36.09    22.56    15.06    11.85     9.63  1    -1e-30      0.00 7.441e-01 2.557e-01 3.675e-05 2.477e-05 1.146e-04 -1.000 2.214e-04 -3.193 -1.123 -1.773 -2.487 -2.915 -3.203 -3.816 -3.902
0.00024632 -1.80000 9.90000 0.9083900452 2.4514927373    0.856  3.197  3.6428  0.696    7  0.000  0.426    37.34    23.23    15.48    12.19     9.90  1    -1e-30      0.00 7.441e-01 2.557e-01 3.671e-05 2.488e-05 1.146e-04 -1.000 2.160e-04 -3.223 -1.130 -1.786 -2.506 -2.938 -3.228 -3.844 -3.931
0.00024632 -1.80000 9.90000 0.9083904028 2.4514928307    0.856  3.213  3.6415  0.675    7  0.000  0.426    39.06    24.14    16.07    12.66    10.28  1    -1e-30      0.00 7.440e-01 2.557e-01 3.663e-05 2.512e-05 1.144e-04 -1.000 2.074e-04 -3.264 -1.138 -1.804 -2.532 -2.968 -3.261 -3.882 -3.970
0.00024632 -1.80000 9.90000 0.9083908796 2.4514929552    0.856  3.244  3.6391  0.635    7  0.537  0.426    42.51    25.96    17.22    13.58    11.03  1    -1e-30      0.00 7.439e-01 2.559e-01 3.649e-05 2.560e-05 1.140e-04 -1.000 2.172e-04 -3.340 -1.153 -1.836 -2.579 -3.025 -3.322 -3.954 -4.043
0.00024632 -1.80000 9.90000 0.9083918929 2.4514932198    0.856  3.301  3.6347  0.560    7  0.537  0.425    49.78    29.73    19.60    15.49    12.59  1    -1e-30      0.00 7.435e-01 2.563e-01 3.623e-05 2.653e-05 1.134e-04 -1.000 2.621e-04 -3.484 -1.179 -1.894 -2.665 -3.131 -3.436 -4.086 -4.178
0.00024632 -1.80000 9.90000 0.9083920121 2.4514932509    0.856  3.308  3.6342  0.551    7  0.548  0.425    50.70    30.20    19.89    15.72    12.78  1    -1e-30      0.00 7.434e-01 2.563e-01 3.621e-05 2.664e-05 1.133e-04 -1.000 2.677e-04 -3.500 -1.182 -1.901 -2.675 -3.143 -3.449 -4.101 -4.193
0.00024632 -1.80000 9.90000 0.9083921313 2.4514932820    0.856  3.310  3.6341  0.549    7  0.533  0.425    50.96    30.33    19.98    15.79    12.83  1    -1e-30      0.00 7.434e-01 2.563e-01 3.619e-05 2.669e-05 1.132e-04 -1.000 2.706e-04 -3.505 -1.183 -1.903 -2.677 -3.146 -3.453 -4.105 -4.198
0.00024632 -1.80000 9.90000 0.9083921909 2.4514932976    0.856  3.321  3.6305  0.523    8  0.533  0.431    53.83    31.79    20.89    16.53    13.43  1 -4.65e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -3.534 -1.133 -1.873 -2.665 -3.146 -3.458 -4.123 -4.218
0.00024632 -1.80000 9.90000 0.9083922505 2.4514933131    0.855  3.137  3.6449  0.764    8  0.533  0.420    32.34    20.54    13.76    10.82     8.78  1 -2.14e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -3.074 -1.046 -1.682 -2.385 -2.806 -3.091 -3.697 -3.783
0.00024632 -1.80000 9.90000 0.9083923101 2.4514933287    0.854  2.997  3.6556  0.947    8  0.533  0.420    22.00    14.76    10.04     7.85     6.37  2 -1.23e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.723 -0.945 -1.509 -2.149 -2.530 -2.796 -3.362 -3.441
0.00024632 -1.80000 9.90000 0.9083924294 2.4514933598    0.853  2.778  3.6723  1.232    8  0.533  0.420    12.07     8.82     6.14     4.77     3.86  3 -5.54e-08      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.176 -0.798 -1.223 -1.744 -2.063 -2.296 -2.809 -2.881
0.00024632 -1.80000 9.90000 0.9083926082 2.4514934065    0.850  2.780  3.6721  1.228    8  0.534  0.420    12.15     8.87     6.18     4.79     3.89  3 -5.59e-08      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -2.180 -0.798 -1.224 -1.747 -2.067 -2.300 -2.813 -2.885
0.00024632 -1.80000 9.90000 0.9083927870 2.4514934532    0.847  2.858  3.6660  1.124    8  0.534  0.420    15.13    10.70     7.39     5.75     4.66  2  -7.4e-08      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.376 -0.861 -1.334 -1.898 -2.238 -2.483 -3.013 -3.088
0.00024632 -1.80000 9.90000 0.9083930850 2.4514935310    0.843  3.023  3.6532  0.906    8  0.534  0.420    23.90    15.84    10.74     8.41     6.82  2 -1.38e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.787 -0.953 -1.533 -2.187 -2.577 -2.848 -3.423 -3.503
0.00024632 -1.80000 9.90000 0.9083933830 2.4514936088    0.839  3.170  3.6418  0.711    8  0.534  0.420    36.06    22.52    15.03    11.83     9.61  1 -2.53e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -3.155 -1.051 -1.710 -2.431 -2.864 -3.155 -3.773 -3.860
0.00024632 -1.80000 9.90000 0.9083937407 2.4514937022    0.833  3.266  3.6342  0.582    8  0.534  0.420    47.28    28.39    18.74    14.82    12.04  1 -3.85e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -3.395 -1.092 -1.806 -2.574 -3.040 -3.345 -3.995 -4.087
0.00024632 -1.80000 9.90000 0.9083941579 2.4514938111    0.828  3.315  3.6302  0.513    8  0.534  0.420    54.52    32.06    21.05    16.67    13.55  1 -4.83e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -3.518 -1.107 -1.850 -2.644 -3.127 -3.440 -4.107 -4.202
0.00024632 -1.80000 9.90000 0.9083946347 2.4514939356    0.821  3.335  3.6284  0.483    8  0.534  0.420    58.09    33.82    22.15    17.56    14.27  1 -5.35e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -3.568 -1.105 -1.862 -2.668 -3.160 -3.476 -4.152 -4.248
0.00024632 -1.80000 9.90000 0.9083951116 2.4514940601    0.814  3.343  3.6275  0.467    8  0.535  0.420    59.89    34.69    22.69    18.00    14.63  1 -5.63e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -3.588 -1.097 -1.861 -2.673 -3.170 -3.488 -4.168 -4.265
0.00024632 -1.80000 9.90000 0.9083951712 2.4514940757    0.814  3.209  3.6377  0.642    8  0.535  0.420    41.39    25.30    16.78    13.25    10.76  1 -3.15e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -3.253 -1.045 -1.732 -2.479 -2.929 -3.227 -3.862 -3.952
0.00024632 -1.80000 9.90000 0.9083952308 2.4514940913    0.812  3.024  3.6518  0.883    8  0.535  0.420    24.85    16.36    11.06     8.68     7.04  2 -1.48e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.790 -0.924 -1.513 -2.176 -2.571 -2.844 -3.425 -3.506
0.00024632 -1.80000 9.90000 0.9083954096 2.4514941380    0.810  2.806  3.6684  1.166    8  0.535  0.420    13.64     9.80     6.78     5.28     4.28  2 -6.51e-08      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.245 -0.785 -1.239 -1.786 -2.117 -2.357 -2.881 -2.954
0.00024632 -1.80000 9.90000 0.9083957076 2.4514942158    0.806  2.808  3.6681  1.161    8  0.535  0.420    13.78     9.88     6.84     5.33     4.32  2  -6.6e-08      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -2.250 -0.784 -1.240 -1.789 -2.122 -2.362 -2.887 -2.960
0.00024632 -1.80000 9.90000 0.9083960056 2.4514942936    0.802  2.887  3.6619  1.054    8  0.535  0.420    17.23    11.96     8.20     6.41     5.19  2 -8.88e-08      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.448 -0.832 -1.341 -1.936 -2.291 -2.544 -3.088 -3.164
0.00024632 -1.80000 9.90000 0.9083963633 2.4514943870    0.797  3.051  3.6491  0.836    8  0.535  0.420    27.28    17.70    11.93     9.38     7.61  1  -1.7e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -2.858 -0.927 -1.536 -2.215 -2.620 -2.898 -3.488 -3.571
0.00024632 -1.80000 9.90000 0.9083968401 2.4514945115    0.790  3.198  3.6376  0.640    8  0.535  0.420    41.29    25.20    16.71    13.21    10.72  1 -3.17e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 -3.225 -1.014 -1.702 -2.449 -2.900 -3.198 -3.833 -3.923
0.00024632 -1.80000 9.90000 0.9083973765 2.4514946515    0.783  3.294  3.6299  0.509    8  0.536  0.420    54.40    31.86    20.89    16.58    13.47  1  -4.9e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -3.466 -1.047 -1.793 -2.588 -3.073 -3.386 -4.054 -4.149
0.00024632 -1.80000 9.90000 0.9083979726 2.4514948071    0.775  3.345  3.6257  0.438    8  0.536  0.420    63.15    36.14    23.56    18.74    15.23  1 -6.24e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -3.591 -1.047 -1.824 -2.648 -3.154 -3.476 -4.166 -4.264
0.00024632 -1.80000 9.90000 0.9083986282 2.4514949783    0.766  3.366  3.6237  0.403    8  0.536  0.420    67.81    38.36    24.94    19.86    16.14  1 -7.03e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -3.645 -1.037 -1.831 -2.669 -3.186 -3.512 -4.213 -4.312
0.00024632 -1.80000 9.90000 0.9083993435 2.4514951651    0.757  3.376  3.6226  0.383    8  0.537  0.420    70.55    39.63    25.72    20.50    16.66  1 -7.53e-07      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.795e-04 -3.670 -1.025 -1.827 -2.674 -3.197 -3.526 -4.233 -4.333
0.00024632 -1.80000 9.90000 0.9084082842 2.4514974994    0.541 -9.999  4.0000  1.785    9  0.541  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.416e-01 2.581e-01 3.597e-05 2.934e-05 1.142e-04 -1.000 2.794e-04 29.767 30.031 30.064 30.069 30.063 30.061 30.060 30.049
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
0.00024632 -1.80000 9.95000 0.0900000036 1.0816895926    0.090 -3.202  3.4840  5.482    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.78e-17      0.00 7.489e-01 2.508e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.683e-04 12.775 17.161 16.267 15.241 14.407 14.026 12.244 12.032
0.00024632 -1.80000 9.95000 0.0908841640 1.0901057575    0.091 -3.168  3.4890  5.472    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.2e-17      0.00 7.488e-01 2.509e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 12.690 16.935 16.072 15.032 14.234 13.853 12.153 11.950
0.00024632 -1.80000 9.95000 0.0980312377 1.1544469908    0.098 -2.906  3.5274  5.397    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.97e-17      0.00 7.475e-01 2.523e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 12.036 15.417 14.717 13.716 13.061 12.685 11.469 11.311
0.00024632 -1.80000 9.95000 0.1000000015 1.1711064122    0.100 -2.838  3.5374  5.377    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-16      0.00 7.471e-01 2.527e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 11.865 15.041 14.376 13.413 12.775 12.402 11.290 11.141
0.00024632 -1.80000 9.95000 0.1012738422 1.1816599717    0.101 -2.818  3.5396  5.371    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-16      0.00 7.469e-01 2.528e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 11.814 14.947 14.289 13.335 12.700 12.328 11.237 11.091
0.00024632 -1.80000 9.95000 0.1199999973 1.3193154249    0.120 -2.545  3.5683  5.287    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-16      0.00 7.448e-01 2.550e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 11.133 13.734 13.163 12.339 11.748 11.390 10.535 10.412
0.00024632 -1.80000 9.95000 0.1400000006 1.4384526719    0.140 -2.363  3.5832  5.232    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.52e-16      0.00 7.431e-01 2.567e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 10.679 13.039 12.505 11.745 11.190 10.845 10.070 9.958
0.00024632 -1.80000 9.95000 0.1599999964 1.5372931554    0.160 -2.222  3.5929  5.188    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.8e-16      0.00 7.419e-01 2.578e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 10.326 12.539 12.027 11.307 10.779 10.446 9.711 9.604
0.00024632 -1.80000 9.95000 0.2000000179 1.6938791367    0.200 -2.003  3.6054  5.115    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.72e-16      0.00 7.408e-01 2.589e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 9.778 11.814 11.330 10.656 10.164 9.847 9.155 9.055
0.00024632 -1.80000 9.95000 0.2500000000 1.8403257998    0.250 -1.799  3.6164  5.052    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-15      0.00 7.408e-01 2.590e-01 4.822e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 9.267 11.159 10.696 10.059 9.599 9.296 8.637 8.542
0.00024632 -1.80000 9.95000 0.3000000417 1.9529140366    0.300 -1.642  3.6253  5.010    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-15      0.00 7.409e-01 2.588e-01 4.821e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.874 10.655 10.209 9.600 9.165 8.872 8.239 8.148
0.00024632 -1.80000 9.95000 0.3499999940 2.0434174644    0.350 -1.514  3.6333  4.981    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-15      0.00 7.410e-01 2.588e-01 4.819e-05 1.301e-05 1.180e-04 -1.000 2.681e-04 8.554 10.241 9.809 9.223 8.808 8.526 7.914 7.827
0.00024632 -1.80000 9.95000 0.4000000060 2.1185024399    0.400 -1.387  3.6428  4.950    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.73e-15      0.00 7.504e-01 2.494e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 8.238 9.819 9.404 8.843 8.452 8.180 7.593 7.510
0.00024632 -1.80000 9.95000 0.4500000477 2.1822809714    0.450 -1.231  3.6583  4.907    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-15      0.00 7.506e-01 2.491e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 7.846 9.266 8.877 8.356 7.999 7.745 7.196 7.119
0.00024632 -1.80000 9.95000 0.5000000000 2.2374541529    0.500 -1.056  3.6780  4.857    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.82e-15      0.00 7.506e-01 2.491e-01 4.823e-05 1.301e-05 1.180e-04 -1.000 2.682e-04 7.411 8.647 8.290 7.814 7.497 7.265 6.759 6.690
0.00024632 -1.80000 9.95000 0.5500000715 2.2836583126    0.550 -0.862  3.6985  4.786    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -9.4e-15      0.00 7.760e-01 2.238e-01 4.361e-05 1.177e-05 1.068e-04 -1.000 2.102e-04 6.926 7.995 7.673 7.240 6.958 6.746 6.281 6.219
0.00024632 -1.80000 9.95000 0.6000000238 2.3211213258    0.600 -0.668  3.7227  4.727    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-14      0.00 7.851e-01 2.147e-01 4.206e-05 1.136e-05 1.031e-04 -1.000 2.562e-04 6.441 7.345 7.067 6.681 6.432 6.240 5.817 5.763
0.00024632 -1.80000 9.95000 0.6073958278 2.3260638686    0.607 -0.639  3.7267  4.719    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-14      0.00 7.867e-01 2.131e-01 4.179e-05 1.128e-05 1.024e-04 -1.000 2.455e-04 6.367 7.245 6.974 6.597 6.352 6.164 5.748 5.695
0.00024632 -1.80000 9.95000 0.6216135621 2.3351866164    0.621 -0.582  3.7346  4.703    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-14      0.00 7.900e-01 2.098e-01 4.124e-05 1.114e-05 1.011e-04 -1.000 2.582e-04 6.224 7.056 6.800 6.437 6.202 6.019 5.617 5.566
0.00024632 -1.80000 9.95000 0.6346434951 2.3431357430    0.634 -0.530  3.7417  4.689    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-14      0.00 7.931e-01 2.066e-01 4.071e-05 1.100e-05 9.985e-05 -1.000 2.473e-04 6.094 6.886 6.642 6.292 6.066 5.888 5.498 5.449
0.00024632 -1.80000 9.95000 0.6498042941 2.3519249460    0.650 -0.469  3.7500  4.671    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 7.970e-01 2.027e-01 4.006e-05 1.082e-05 9.830e-05 -1.000 2.628e-04 5.942 6.691 6.462 6.127 5.910 5.739 5.362 5.316
0.00024632 -1.80000 9.95000 0.6499999762 2.3520353107    0.650 -0.468  3.7501  4.671    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 7.971e-01 2.027e-01 4.005e-05 1.082e-05 9.827e-05 -1.000 2.660e-04 5.940 6.689 6.459 6.125 5.908 5.737 5.360 5.314
0.00024632 -1.80000 9.95000 0.6515802145 2.3529237730    0.651 -0.462  3.7509  4.669    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.48e-14      0.00 7.976e-01 2.022e-01 3.997e-05 1.080e-05 9.808e-05 -1.000 2.681e-04 5.924 6.669 6.441 6.108 5.892 5.722 5.346 5.301
0.00024632 -1.80000 9.95000 0.6690015793 2.3623995820    0.669 -0.391  3.7599  4.646    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.96e-14      0.00 8.035e-01 1.963e-01 3.901e-05 1.054e-05 9.577e-05 -1.000 2.136e-04 5.748 6.447 6.235 5.919 5.714 5.551 5.191 5.148
